trader_name,owner_name,license_number,latitude,longitude,inspection_status,instrument_type
Rodriguez Osinski and Herman Logistics Hub,Ernest Bashirian,LMO/2026/10658,28.890409,76.357397,Failed,Flow Meter
Pacocha - Bailey Dairy & Sweets,Janie Barrows,LMO/2026/10659,28.932505,76.944616,Failed,Electronic Counter Scale
Heidenreich Prohaska and Ratke Fuel Station,Merle Thompson,LMO/2026/10660,29.492201,76.890905,Passed,Crane Scale
Graham Flatley and Durgan Dairy & Sweets,Mr. Tomas Walsh,LMO/2026/10661,29.176914,76.574749,Pending,Fuel Dispenser
Mann Inc Kirana Store,Ewell Lehner,LMO/2026/10662,29.222771,77.296821,Passed,Electronic Weighing Scale
Mertz Group Flour Mill,Miss Aracely Hauck,LMO/2026/10663,28.629818,77.355466,Pending,Electronic Counter Scale
Wyman Welch and Jast Cold Storage,Ollie Kovacek-Miller,LMO/2026/10664,28.456425,76.965200,Passed,Fuel Dispenser
Casper Group Grain Market Depot,Ms. Lucia Hintz,LMO/2026/10665,29.508401,77.131389,Failed,Fuel Dispenser
Murphy Legros and Trantow Fuel Station,Pam Brown,LMO/2026/10666,28.821564,76.635919,Failed,Crane Scale
Jacobson - Wuckert Hardware & Steel Depot,Carlotta Lynch DVM,LMO/2026/10667,29.613019,77.220621,Passed,Electronic Counter Scale
Langosh - Reichert Fuel Station,Lavinia DuBuque,LMO/2026/10668,28.650776,77.396467,Passed,Weighbridge
Brakus Group Hardware & Steel Depot,Victoria O'Hara-Cremin,LMO/2026/10669,28.220388,77.345832,Passed,Flow Meter
Murphy - Hansen General Trading Co,Macey Zboncak,LMO/2026/10670,29.019057,76.732875,Passed,Electronic Counter Scale
Ritchie - Gibson Fertilizers & Agro Chemicals,Mr. Florian Ledner,LMO/2026/10671,28.273580,76.912061,Passed,Weighbridge
Halvorson and Sons Cotton Ginning Mill,Ms. Kiara Stehr Jr.,LMO/2026/10672,28.260105,77.161783,Pending,Automatic Gravimetric Filling Scale
Yundt Johnston and Mills Logistics Hub,Gage King,LMO/2026/10673,28.966113,77.120201,Failed,Crane Scale
Batz - Schmeler Supermarket,Bobby Lakin,LMO/2026/10674,28.321668,77.292066,Passed,Weighbridge
Mante - Larkin Hardware & Steel Depot,Rashad Effertz,LMO/2026/10675,29.580642,76.959678,Passed,Non-Automatic Weighing Instrument
Sporer Beer and Medhurst Supermarket,Columbus Weimann,LMO/2026/10676,29.298680,76.470397,Passed,Analytical Precision Balance
Stamm Dickinson and Fahey Dairy & Sweets,Rubye Stiedemann,LMO/2026/10677,28.689416,77.252432,Pending,Automatic Gravimetric Filling Scale
Bosco Inc Flour Mill,Ms. Hope Ondricka,LMO/2026/10678,28.649887,76.823574,Passed,Analytical Precision Balance
Waters - Beer Grain Market Depot,Name Walter MD,LMO/2026/10679,29.527193,77.481710,Passed,Non-Automatic Weighing Instrument
Fisher - Kshlerin General Trading Co,Kaycee Bahringer,LMO/2026/10680,29.153243,76.566865,Passed,Electronic Weighing Scale
Okuneva Inc General Trading Co,Glenna Kuhic,LMO/2026/10681,29.349731,77.006572,Passed,Non-Automatic Weighing Instrument
Schuppe - Ondricka Logistics Hub,Mr. Edmond Hauck-Crist,LMO/2026/10682,28.305446,77.227244,Pending,Crane Scale
Rath - Feest Fertilizers & Agro Chemicals,Milo O'Conner DVM,LMO/2026/10683,28.613477,77.151862,Passed,Analytical Precision Balance
Pfeffer-Gerlach LLC Hardware & Steel Depot,Lorna Zemlak,LMO/2026/10684,29.544755,77.025268,Pending,Automatic Gravimetric Filling Scale
Carroll - Halvorson Fuel Station,Valentin Stehr V,LMO/2026/10685,29.187640,76.704225,Passed,Flow Meter
Kuhic Group Supermarket,Gonzalo Ratke,LMO/2026/10686,29.597010,76.865964,Passed,Crane Scale
Aufderhar - Daugherty General Trading Co,Jazmyn Waters,LMO/2026/10687,28.174656,76.715583,Pending,Weighbridge
Block-Osinski and Sons Dairy & Sweets,Dandre Crona,LMO/2026/10688,28.894779,77.303527,Pending,Fuel Dispenser
Pagac - Durgan Grain Market Depot,Orlando Fritsch,LMO/2026/10689,28.445662,77.426044,Passed,Platform Scale
Bernhard-Oberbrunner - Conn Pharma Labs,Wilma Vandervort-Weimann,LMO/2026/10690,29.405257,76.697383,Failed,Weighbridge
Braun LLC Hardware & Steel Depot,Carrie Pfannerstill,LMO/2026/10691,29.150512,77.160505,Passed,Weighbridge
Stokes Douglas and Greenholt Pharma Labs,Kody Walker,LMO/2026/10692,29.096804,76.946483,Passed,Automatic Gravimetric Filling Scale
Franecki - Rolfson Fertilizers & Agro Chemicals,Bryan Dibbert,LMO/2026/10693,28.394379,76.663301,Pending,Electronic Counter Scale
Casper Beahan and Graham Jewellers,Agustina Sawayn,LMO/2026/10694,29.529088,76.568513,Pending,Non-Automatic Weighing Instrument
Jerde - Nikolaus Supermarket,Dr. Jarod Mertz-Willms,LMO/2026/10695,28.840157,76.547306,Pending,Analytical Precision Balance
Williamson Nader and Bechtelar Cotton Ginning Mill,Ethan Mann,LMO/2026/10696,28.422338,77.353333,Failed,Analytical Precision Balance
Hauck Morissette and Medhurst Kirana Store,Reilly Spencer,LMO/2026/10697,28.777487,76.892282,Passed,Electronic Counter Scale
Feest - Jakubowski Grain Market Depot,Althea Reilly,LMO/2026/10698,28.385195,76.352278,Pending,Weighbridge
Kshlerin Lehner and Nicolas Cotton Ginning Mill,Mark Pfeffer,LMO/2026/10699,28.506186,77.217929,Pending,Analytical Precision Balance
Kozey LLC Flour Mill,Leilani Kilback,LMO/2026/10700,29.239541,77.336189,Failed,Platform Scale
Spencer - DuBuque Logistics Hub,Tremaine Schultz,LMO/2026/10701,29.731221,76.853499,Pending,Automatic Gravimetric Filling Scale
White and Sons Kirana Store,Jess Grady,LMO/2026/10702,29.293160,77.444911,Passed,Electronic Counter Scale
Heidenreich Stokes and McDermott Jewellers,Chanel Wolff Sr.,LMO/2026/10703,28.715041,76.706810,Pending,Weighbridge
Reinger Klein and Schaefer Cold Storage,Ayla Jaskolski,LMO/2026/10704,28.178298,76.372157,Passed,Weighbridge
Funk-Lueilwitz Group Cotton Ginning Mill,Adolphus McClure,LMO/2026/10705,28.513725,77.402614,Pending,Platform Scale
Mertz - Erdman General Trading Co,Mr. Carmine McKenzie,LMO/2026/10706,28.648519,76.429237,Passed,Fuel Dispenser
Cummerata Group Kirana Store,Einar Kerluke,LMO/2026/10707,28.869677,77.101207,Pending,Platform Scale
Bernhard Group Cold Storage,Bettye Weimann,LMO/2026/10708,29.418385,76.748411,Passed,Automatic Gravimetric Filling Scale
Ebert Streich-Stehr and Ruecker Jewellers,Miss Bernadette Nicolas,LMO/2026/10709,29.383873,76.955768,Pending,Electronic Counter Scale
Mohr Stroman and Luettgen Fuel Station,Belinda Heaney,LMO/2026/10710,29.011421,76.914910,Passed,Automatic Gravimetric Filling Scale
Heaney - Steuber Cold Storage,Jordan Mueller,LMO/2026/10711,28.827833,76.479513,Pending,Fuel Dispenser
Runte Ullrich and Swaniawski Supermarket,Effie Satterfield,LMO/2026/10712,28.440026,76.495777,Passed,Crane Scale
DuBuque Group Kirana Store,Emelie Padberg,LMO/2026/10713,28.388971,77.212079,Passed,Weighbridge
Lemke - Ledner Jewellers,Armani Kautzer,LMO/2026/10714,28.782158,76.693591,Passed,Crane Scale
Hand - Mayert Hardware & Steel Depot,Dr. Daphnee Lemke,LMO/2026/10715,29.620538,76.778940,Pending,Crane Scale
Jacobi-Langosh Inc Kirana Store,Marianne Bins,LMO/2026/10716,28.461210,77.026456,Pending,Flow Meter
Towne and Sons Cold Storage,Meagan Wilkinson,LMO/2026/10717,28.343965,76.857620,Pending,Non-Automatic Weighing Instrument
Wiegand Vandervort and Tillman Fertilizers & Agro Chemicals,Juvenal Keeling,LMO/2026/10718,29.611864,76.394200,Passed,Crane Scale
Johns Group Cotton Ginning Mill,Katelyn Schiller,LMO/2026/10719,28.738003,77.376564,Pending,Non-Automatic Weighing Instrument
Nicolas LLC Fertilizers & Agro Chemicals,Dr. Kiera Corkery,LMO/2026/10720,28.806846,76.799286,Pending,Electronic Weighing Scale
Swaniawski and Sons Fuel Station,Ms. Helena Predovic Sr.,LMO/2026/10721,28.623563,77.496104,Passed,Fuel Dispenser
Strosin - Muller Cold Storage,Vicky Smith,LMO/2026/10722,29.713601,76.467578,Pending,Electronic Counter Scale
Mayer - Bayer Jewellers,Mr. Chesley Wilderman,LMO/2026/10723,29.722269,77.236619,Passed,Crane Scale
VonRueden Inc Fuel Station,Addison Denesik,LMO/2026/10724,29.565924,76.853645,Failed,Flow Meter
Glover LLC Cotton Ginning Mill,Isai Osinski,LMO/2026/10725,29.485093,76.551399,Passed,Non-Automatic Weighing Instrument
Cummings Group Grain Market Depot,Kiarra Berge,LMO/2026/10726,29.037945,76.675311,Failed,Flow Meter
Wunsch Gusikowski and Ondricka-Gerlach Fuel Station,Alexandrea McDermott,LMO/2026/10727,29.237150,76.895125,Passed,Platform Scale
Becker - Leffler Pharma Labs,Koby Hodkiewicz,LMO/2026/10728,29.052767,77.031840,Pending,Platform Scale
Fahey and Sons Logistics Hub,Casimir Stokes,LMO/2026/10729,29.092617,77.305467,Passed,Electronic Counter Scale
Hilll Graham and Schiller Fertilizers & Agro Chemicals,Camden Reilly,LMO/2026/10730,29.004571,76.599128,Pending,Flow Meter
Lesch and Sons Grain Market Depot,Stevie Thompson,LMO/2026/10731,28.997910,76.413961,Passed,Electronic Counter Scale
Lemke Inc Kirana Store,Mr. Leopold Wiegand,LMO/2026/10732,29.433470,76.603469,Failed,Electronic Counter Scale
Gottlieb Inc Grain Market Depot,Barton Rath,LMO/2026/10733,28.967894,76.790501,Pending,Non-Automatic Weighing Instrument
Thompson and Sons Cold Storage,Asa Ferry II,LMO/2026/10734,28.275184,76.692848,Pending,Weighbridge
Corwin - Stehr Fertilizers & Agro Chemicals,Gabriel Dickens,LMO/2026/10735,28.696402,77.310924,Passed,Non-Automatic Weighing Instrument
Gleichner - Carter Dairy & Sweets,Dariana Prohaska,LMO/2026/10736,28.295977,76.774912,Failed,Weighbridge
Bruen VonRueden-Sauer and Ratke General Trading Co,Sanford King,LMO/2026/10737,28.304359,76.672394,Failed,Analytical Precision Balance
Abernathy McCullough and Berge Kirana Store,Mr. Benton Ledner,LMO/2026/10738,28.457700,76.555460,Passed,Weighbridge
Ledner Group Cotton Ginning Mill,Rowena Torphy,LMO/2026/10739,28.300437,76.483872,Pending,Fuel Dispenser
Bins Group Supermarket,Bartholome White,LMO/2026/10740,28.628156,77.254888,Pending,Platform Scale
Stiedemann-Windler - Ankunding Supermarket,Cary Schuppe,LMO/2026/10741,28.856483,76.803860,Pending,Fuel Dispenser
Reilly LLC Logistics Hub,Geraldine Cassin,LMO/2026/10742,28.841757,77.235504,Pending,Non-Automatic Weighing Instrument
Bartoletti - Skiles Fertilizers & Agro Chemicals,Trever Gibson,LMO/2026/10743,29.605914,76.720999,Pending,Analytical Precision Balance
Romaguera - Leffler General Trading Co,Kyra Kihn,LMO/2026/10744,29.326656,77.444329,Passed,Analytical Precision Balance
Bogan Hansen and Skiles Grain Market Depot,Desmond Bartoletti,LMO/2026/10745,28.812380,77.469564,Pending,Fuel Dispenser
Langosh - Spencer-Wilkinson General Trading Co,Jeanne Gorczany,LMO/2026/10746,28.726053,76.478224,Pending,Fuel Dispenser
Willms Bahringer and Pfannerstill Grain Market Depot,Miss Roma Roob,LMO/2026/10747,29.578056,76.925991,Passed,Electronic Weighing Scale
Kassulke Group Hardware & Steel Depot,Deondre Bins,LMO/2026/10748,29.494199,76.441201,Passed,Flow Meter
Schmidt - Lehner Supermarket,Charlie McLaughlin,LMO/2026/10749,28.997528,76.594789,Passed,Electronic Counter Scale
Legros and Sons Logistics Hub,Lola Kutch,LMO/2026/10750,29.413508,76.511902,Passed,Analytical Precision Balance
Brekke - Littel Fuel Station,Loretta Herman,LMO/2026/10751,29.452801,77.094702,Passed,Automatic Gravimetric Filling Scale
Langworth LLC Cotton Ginning Mill,Miss Edythe Tillman,LMO/2026/10752,29.379787,77.358180,Passed,Crane Scale
Wiegand and Sons Grain Market Depot,Marlin Daugherty DVM,LMO/2026/10753,29.082153,76.766342,Passed,Automatic Gravimetric Filling Scale
Reilly - Ledner Pharma Labs,Wilford Conroy,LMO/2026/10754,29.268577,76.622210,Passed,Analytical Precision Balance
Spencer - Rutherford Fuel Station,Cecil Kemmer,LMO/2026/10755,28.932878,76.478433,Passed,Automatic Gravimetric Filling Scale
Kautzer - Bashirian-Schaefer Kirana Store,Boyd Macejkovic-Rohan,LMO/2026/10756,29.746995,76.875227,Passed,Weighbridge
Hudson Olson and Stroman Supermarket,Miss Ashtyn Kshlerin,LMO/2026/10757,29.691881,77.279933,Pending,Automatic Gravimetric Filling Scale
Harber and Sons Supermarket,Zetta Beatty DVM,LMO/2026/10758,28.866108,76.410053,Passed,Analytical Precision Balance
Paucek - Wiegand Jewellers,Zelda McDermott,LMO/2026/10759,28.230163,77.065077,Passed,Fuel Dispenser
Stroman - Hauck Pharma Labs,August Cartwright,LMO/2026/10760,28.384177,76.913841,Passed,Electronic Counter Scale
Kassulke Heller and Effertz Cold Storage,Curtis Williamson,LMO/2026/10761,29.379255,76.775465,Pending,Analytical Precision Balance
Terry - Towne Flour Mill,Maverick Simonis,LMO/2026/10762,29.339490,76.840225,Passed,Analytical Precision Balance
Hirthe Lowe and Will Fertilizers & Agro Chemicals,Linnea Buckridge MD,LMO/2026/10763,28.866980,77.105019,Failed,Non-Automatic Weighing Instrument
Runte Rempel and McKenzie Jewellers,Mr. Keagan Ratke I,LMO/2026/10764,28.468516,76.848463,Pending,Crane Scale
VonRueden Barrows and Conroy Cold Storage,Cristian Farrell,LMO/2026/10765,29.368499,76.583001,Pending,Electronic Counter Scale
Casper Mayer and Zemlak Cold Storage,Cicero Homenick,LMO/2026/10766,28.643156,77.406203,Pending,Automatic Gravimetric Filling Scale
Beer and Sons Grain Market Depot,Dena Romaguera,LMO/2026/10767,28.280726,77.281747,Pending,Electronic Weighing Scale
Botsford LLC Fertilizers & Agro Chemicals,Mr. Nat Barrows,LMO/2026/10768,28.191135,76.418220,Passed,Platform Scale
Bayer - Jenkins Supermarket,Kylie Homenick,LMO/2026/10769,28.754717,76.622457,Pending,Automatic Gravimetric Filling Scale
Leffler and Sons Fertilizers & Agro Chemicals,Berniece Cassin,LMO/2026/10770,29.568334,77.390785,Pending,Fuel Dispenser
Bernier Group Flour Mill,Cleveland Ziemann-Reynolds,LMO/2026/10771,29.309803,76.696945,Failed,Electronic Counter Scale
Wuckert Group Pharma Labs,Sheridan Lesch,LMO/2026/10772,28.172452,77.167041,Pending,Analytical Precision Balance
Kautzer Thompson and Hagenes Cotton Ginning Mill,Kaela Predovic,LMO/2026/10773,28.207141,77.374354,Pending,Analytical Precision Balance
Rath - Nitzsche Hardware & Steel Depot,Mr. Triston Block,LMO/2026/10774,28.826261,76.555547,Passed,Electronic Weighing Scale
Collins Crooks and Bauch Pharma Labs,Mr. Dock Lakin V,LMO/2026/10775,29.089378,76.993506,Passed,Fuel Dispenser
Larson - Rippin Logistics Hub,Grover Mante,LMO/2026/10776,29.060942,77.063290,Passed,Automatic Gravimetric Filling Scale
Blick - Kuvalis Pharma Labs,Ms. Tamara Swaniawski,LMO/2026/10777,28.622901,76.966654,Failed,Automatic Gravimetric Filling Scale
Maggio Hilll and Bauch Cotton Ginning Mill,Hugh Lindgren-Dietrich,LMO/2026/10778,28.911636,77.437797,Passed,Electronic Counter Scale
Nienow and Sons Fuel Station,Xzavier Block,LMO/2026/10779,29.010326,76.674209,Passed,Weighbridge
Sawayn - Koch-Jast Flour Mill,Santa Torp,LMO/2026/10780,29.183092,77.326491,Failed,Weighbridge
Turcotte - Powlowski Hardware & Steel Depot,Miss Shelia Marquardt,LMO/2026/10781,29.518609,76.381627,Passed,Weighbridge
Lind Schowalter and Greenholt Fuel Station,Vidal Reichel DDS,LMO/2026/10782,29.614652,76.559798,Pending,Electronic Weighing Scale
Keeling - Weissnat Pharma Labs,Lee Nitzsche,LMO/2026/10783,28.486556,76.788668,Pending,Crane Scale
Mohr LLC Cold Storage,Zion Wisoky,LMO/2026/10784,28.567723,76.446132,Passed,Crane Scale
Kutch LLC General Trading Co,Nigel Conroy,LMO/2026/10785,29.677753,76.784577,Passed,Non-Automatic Weighing Instrument
Koss Donnelly and McGlynn Fuel Station,Wyatt Kunde,LMO/2026/10786,29.135557,76.979451,Pending,Platform Scale
Mertz Hand and Kuhn Kirana Store,Marcel Ratke,LMO/2026/10787,28.626658,76.751734,Passed,Crane Scale
Padberg Group Fuel Station,Ryder Reichert,LMO/2026/10788,28.887212,77.306842,Pending,Non-Automatic Weighing Instrument
Lesch Inc Cold Storage,Rosario Padberg,LMO/2026/10789,28.326669,77.279156,Passed,Analytical Precision Balance
Wolf - Lowe Kirana Store,Evert Jones,LMO/2026/10790,28.496582,76.788639,Pending,Non-Automatic Weighing Instrument
Steuber Barrows and Balistreri Fuel Station,Mr. Aiden Morar,LMO/2026/10791,28.643515,76.927931,Pending,Automatic Gravimetric Filling Scale
Wiza-Hartmann - Cormier Flour Mill,Jimmy Boyle II,LMO/2026/10792,28.792775,76.427203,Passed,Platform Scale
Franecki - Hauck-Reinger Flour Mill,Lia Pouros,LMO/2026/10793,28.769315,77.318082,Pending,Electronic Counter Scale
Keeling Haag and Botsford Hardware & Steel Depot,Donnie Rau,LMO/2026/10794,28.897919,76.802055,Pending,Crane Scale
Dickinson Inc Fertilizers & Agro Chemicals,Finn Nolan,LMO/2026/10795,28.291896,77.275306,Passed,Electronic Counter Scale
Rau - Marquardt General Trading Co,Isabelle Lockman,LMO/2026/10796,28.175703,76.878783,Passed,Analytical Precision Balance
O'Reilly Yundt-Toy and Boyle Fertilizers & Agro Chemicals,Earline Botsford,LMO/2026/10797,29.268559,77.010564,Passed,Non-Automatic Weighing Instrument
Hodkiewicz - Langosh Pharma Labs,Sonja Muller,LMO/2026/10798,28.643892,76.953474,Passed,Weighbridge
Abshire LLC Flour Mill,Randall Kling,LMO/2026/10799,28.637627,77.047007,Failed,Crane Scale
Paucek Dicki and Koelpin General Trading Co,Dorcas Monahan,LMO/2026/10800,28.400293,76.859862,Pending,Flow Meter
Zboncak and Sons Cold Storage,Carey Wolff,LMO/2026/10801,28.518320,77.197251,Pending,Non-Automatic Weighing Instrument
Lynch Harris and Feeney Logistics Hub,Christiana Goodwin,LMO/2026/10802,28.264131,76.475184,Pending,Weighbridge
Rogahn Inc Cold Storage,Alaina Jast,LMO/2026/10803,29.616708,76.837170,Passed,Analytical Precision Balance
Doyle Gibson and Little Dairy & Sweets,Mr. Malachi Hodkiewicz,LMO/2026/10804,28.600191,76.450043,Pending,Flow Meter
Quigley - Beahan-Beer General Trading Co,Orie Hyatt IV,LMO/2026/10805,28.369210,77.206579,Failed,Crane Scale
Ruecker Haley and Kutch Grain Market Depot,Mr. Jacky Rosenbaum,LMO/2026/10806,28.854834,77.337270,Passed,Platform Scale
Durgan Carroll and Balistreri Cotton Ginning Mill,Jacky Champlin,LMO/2026/10807,29.355500,76.663892,Passed,Electronic Weighing Scale
Wintheiser - Schowalter Logistics Hub,Devon Bergstrom,LMO/2026/10808,28.860076,76.397455,Pending,Platform Scale
Rempel Inc Dairy & Sweets,Tremaine Conn,LMO/2026/10809,29.610124,76.687849,Passed,Weighbridge
Corkery Gibson and Mann Jewellers,Darrell O'Hara,LMO/2026/10810,29.241917,76.469965,Pending,Electronic Counter Scale
Padberg Moore and Kautzer Kirana Store,Jamal Abbott,LMO/2026/10811,29.658094,76.356531,Passed,Analytical Precision Balance
Gorczany Funk and Kassulke Grain Market Depot,Perry Considine,LMO/2026/10812,28.749115,76.356290,Passed,Crane Scale
Stamm and Sons Grain Market Depot,Sara Kirlin-King,LMO/2026/10813,29.431196,77.181755,Passed,Automatic Gravimetric Filling Scale
Hahn Inc Hardware & Steel Depot,Enrico Morissette,LMO/2026/10814,29.398464,76.711866,Pending,Electronic Counter Scale
Schmitt - Ryan Supermarket,Ernestina Wisoky,LMO/2026/10815,29.278469,76.354149,Pending,Electronic Counter Scale
Johnston Moen and Dickinson Dairy & Sweets,Nyasia Stanton,LMO/2026/10816,28.532223,76.803922,Pending,Electronic Counter Scale
Kunze Flatley and Wisoky Logistics Hub,Hester Ratke,LMO/2026/10817,28.417954,77.353907,Failed,Automatic Gravimetric Filling Scale
Kulas and Sons Pharma Labs,Dillan Bashirian,LMO/2026/10818,28.174689,76.816907,Pending,Non-Automatic Weighing Instrument
Turcotte and Sons Dairy & Sweets,Ms. Letha Ankunding Jr.,LMO/2026/10819,29.734441,76.908824,Passed,Analytical Precision Balance
Bogisich LLC Cold Storage,Christophe Herman,LMO/2026/10820,28.765267,77.077345,Passed,Electronic Weighing Scale
Jast - Flatley Hardware & Steel Depot,Brandyn Okuneva,LMO/2026/10821,28.942711,76.475297,Pending,Electronic Counter Scale
Jacobi - Kessler-Dietrich Hardware & Steel Depot,Hollie Boehm,LMO/2026/10822,28.667967,77.328291,Pending,Non-Automatic Weighing Instrument
Nicolas - Cassin Supermarket,Sonia Treutel,LMO/2026/10823,28.770075,76.788374,Passed,Weighbridge
O'Kon and Sons Cotton Ginning Mill,Mr. Brain Rowe,LMO/2026/10824,29.364245,76.659014,Passed,Crane Scale
Pouros Parker and Skiles Logistics Hub,Dr. Kirsten Hagenes,LMO/2026/10825,28.711033,76.904676,Passed,Automatic Gravimetric Filling Scale
Collins Schmitt and O'Keefe Kirana Store,Mr. Eino Wiza,LMO/2026/10826,29.084573,77.120224,Failed,Fuel Dispenser
Prosacco Watsica and Crona Dairy & Sweets,Ms. Matilda Block-Botsford,LMO/2026/10827,28.944367,76.552246,Pending,Electronic Counter Scale
Nikolaus - Heathcote Hardware & Steel Depot,Natalie Simonis,LMO/2026/10828,29.016908,77.260103,Passed,Non-Automatic Weighing Instrument
Davis Crist and Little General Trading Co,Mr. Ollie Gleichner,LMO/2026/10829,29.699153,77.317057,Pending,Platform Scale
Hammes Inc Fertilizers & Agro Chemicals,Furman Medhurst PhD,LMO/2026/10830,29.284831,77.460689,Passed,Flow Meter
Gottlieb - Schuppe Kirana Store,Mr. Alfredo Morar,LMO/2026/10831,29.055499,77.385236,Passed,Automatic Gravimetric Filling Scale
Farrell and Sons Dairy & Sweets,Jonathan Fisher,LMO/2026/10832,29.411675,76.958435,Passed,Analytical Precision Balance
Cruickshank - Jaskolski Pharma Labs,Carmella MacGyver,LMO/2026/10833,28.626111,77.008181,Passed,Platform Scale
Lowe - Harvey-Streich Grain Market Depot,Leticia Halvorson,LMO/2026/10834,29.106265,77.237755,Passed,Electronic Counter Scale
Runolfsdottir - Ankunding Fertilizers & Agro Chemicals,Miss Laurel Cruickshank,LMO/2026/10835,29.388300,77.116496,Failed,Electronic Counter Scale
O'Connell LLC Fertilizers & Agro Chemicals,Juwan Boehm,LMO/2026/10836,28.947182,76.943520,Failed,Automatic Gravimetric Filling Scale
Sawayn Bechtelar and White Hardware & Steel Depot,Eddie Glover,LMO/2026/10837,28.534503,76.936257,Pending,Weighbridge
Watsica Group Grain Market Depot,Sven Murphy,LMO/2026/10838,28.882792,77.038731,Passed,Flow Meter
Purdy - Heller Cotton Ginning Mill,Ardith Predovic Jr.,LMO/2026/10839,28.592200,77.239779,Pending,Platform Scale
Orn LLC Fuel Station,Bobbie Dietrich,LMO/2026/10840,28.473261,76.858612,Pending,Fuel Dispenser
Mueller Hodkiewicz and Schimmel Cold Storage,Jude Hartmann DDS,LMO/2026/10841,29.519252,77.196468,Passed,Flow Meter
Powlowski - Harris General Trading Co,Dr. Shaina Cruickshank,LMO/2026/10842,29.672645,77.164913,Passed,Electronic Counter Scale
Keebler-Dooley Brakus and Ruecker General Trading Co,Eric Hickle,LMO/2026/10843,29.144430,77.291677,Pending,Non-Automatic Weighing Instrument
Jenkins LLC Logistics Hub,Morris Ryan,LMO/2026/10844,28.224837,76.352058,Passed,Analytical Precision Balance
Brekke Strosin and Prosacco General Trading Co,Mr. Frederik Kessler,LMO/2026/10845,29.209941,76.701500,Failed,Crane Scale
Strosin and Sons Logistics Hub,Cicero Runte-Orn Jr.,LMO/2026/10846,28.285945,76.543001,Failed,Crane Scale
Wintheiser and Sons Hardware & Steel Depot,Norma Sawayn,LMO/2026/10847,29.375656,76.703518,Passed,Non-Automatic Weighing Instrument
Toy and Sons Pharma Labs,Madison Lind,LMO/2026/10848,29.373405,77.317754,Passed,Electronic Weighing Scale
Bernhard - Schneider Dairy & Sweets,Avery Mante,LMO/2026/10849,28.685747,77.459314,Passed,Crane Scale
Kuphal Wiegand and Welch Fuel Station,Estrella Ritchie,LMO/2026/10850,28.625913,76.609852,Failed,Analytical Precision Balance
Stanton LLC Hardware & Steel Depot,Aubrey Powlowski,LMO/2026/10851,29.186108,76.849512,Passed,Crane Scale
Cassin Group Dairy & Sweets,Winston Leffler,LMO/2026/10852,28.351279,77.261989,Passed,Electronic Weighing Scale
Braun - Harris Jewellers,Sage Tromp,LMO/2026/10853,28.666277,76.377507,Passed,Non-Automatic Weighing Instrument
Klocko - Price Grain Market Depot,Abdul Green,LMO/2026/10854,28.911061,76.380235,Passed,Crane Scale
Heller Waters and Fay General Trading Co,Karley Berge,LMO/2026/10855,28.933236,77.330744,Failed,Fuel Dispenser
Lakin Huels and Prohaska General Trading Co,Damion Keeling-Ratke,LMO/2026/10856,28.772361,77.244409,Passed,Fuel Dispenser
Jakubowski Cassin and Lowe-Mann Supermarket,Beverly Kuhlman,LMO/2026/10857,28.557930,76.748003,Passed,Crane Scale
Botsford - Barton General Trading Co,Tiffany Legros,LMO/2026/10858,28.534392,76.596197,Passed,Flow Meter
Breitenberg - Bosco-Hilpert Jewellers,Marcella Bechtelar,LMO/2026/10859,28.680456,77.259804,Passed,Fuel Dispenser
Fahey Watsica and Greenfelder General Trading Co,Alene Crist,LMO/2026/10860,29.540483,76.602166,Failed,Platform Scale
Reilly Lebsack and Koss Logistics Hub,Alexander Waters PhD,LMO/2026/10861,28.474775,77.352823,Passed,Electronic Weighing Scale
Baumbach - Hahn Supermarket,Esteban Zulauf IV,LMO/2026/10862,28.322251,76.538715,Passed,Platform Scale
Kuvalis Group Fuel Station,Joanne Kunde,LMO/2026/10863,28.782305,76.717917,Passed,Electronic Weighing Scale
Keeling Johnston and Kirlin Kirana Store,Jairo Dietrich,LMO/2026/10864,29.324079,76.737278,Pending,Flow Meter
White - Toy Kirana Store,Rafaela Ullrich,LMO/2026/10865,28.661746,76.431081,Pending,Crane Scale
Ferry - Koepp Cold Storage,Lily Nicolas,LMO/2026/10866,28.840886,76.350999,Passed,Crane Scale
McKenzie Bechtelar and Wiza Kirana Store,Darrel Hodkiewicz,LMO/2026/10867,28.612138,76.947177,Pending,Electronic Counter Scale
Terry - Spinka General Trading Co,Rolando Bosco,LMO/2026/10868,29.003688,76.452324,Pending,Electronic Counter Scale
Shanahan LLC Kirana Store,Jimmie Durgan-Kirlin,LMO/2026/10869,29.716333,76.887784,Passed,Electronic Weighing Scale
Connelly Inc Flour Mill,Lue Mills-Glover Jr.,LMO/2026/10870,28.602816,76.916235,Failed,Weighbridge
Crist Yost and Miller Cotton Ginning Mill,Damion Doyle,LMO/2026/10871,29.562742,77.077072,Failed,Automatic Gravimetric Filling Scale
Hodkiewicz Murray and Mitchell Supermarket,Logan Fritsch,LMO/2026/10872,28.571200,76.850919,Passed,Electronic Weighing Scale
Roberts and Sons Grain Market Depot,Ashtyn Sipes-Carter,LMO/2026/10873,29.446642,76.377455,Passed,Analytical Precision Balance
Rolfson LLC Grain Market Depot,Ali Strosin V,LMO/2026/10874,29.429302,77.076241,Passed,Non-Automatic Weighing Instrument
